release_year,duration_minutes,genre_encoded
0.20239713376069646,-1.350974579572532,1.3834234167011326
-0.02952070778758616,0.6343828554634533,-0.9271582662405904
0.08643821298655514,0.5164408296197315,-0.5194085574861687
-0.14547962856172747,1.086493954531054,-0.5194085574861687
0.3183560545348378,0.5950688468488794,-0.11165884873174697
0.6662328168572617,-1.292003566650671,2.8785056821340116
-0.37739747011001007,-1.350974579572532,0.7038405687770964
0.6662328168572617,0.18227175639585272,-0.9271582662405904
-1.5369866778514232,0.7130108726926013,0.1601742904378675
-0.4933563908841514,0.6147258511561664,0.1601742904378675
-0.14547962856172747,0.3002137822395746,0.2960908600226747
0.782191737631403,-1.331317575265245,2.4707559733795903
0.5502738960831204,0.9882089329946191,0.1601742904378675
-0.2614385493358688,-1.350974579572532,0.7038405687770964
0.5502738960831204,0.24124276931771368,0.1601742904378675
-0.4933563908841514,0.8899239114581842,0.2960908600226747
0.5502738960831204,0.8112958942290363,-0.5194085574861687
0.782191737631403,1.3420350105257848,-1.4708245445798191
-0.37739747011001007,0.4574698166978705,-1.4708245445798191
-0.725274232432434,1.0471799459164801,-1.4708245445798191
0.43431497530897906,0.5557548382343054,-0.11165884873174697
0.782191737631403,-1.331317575265245,-1.1989914054102049
0.782191737631403,-1.350974579572532,3.150338821303626
0.782191737631403,-1.0954335235778012,-0.11165884873174697
0.6662328168572617,-1.350974579572532,-0.3834919879013614
0.3183560545348378,-1.350974579572532,0.7038405687770964
0.43431497530897906,1.2830639976039238,-0.5194085574861687
0.6662328168572617,1.3027210019112108,0.1601742904378675
0.3183560545348378,0.2215857650104267,-0.11165884873174697
-0.14547962856172747,2.167629191431838,0.1601742904378675
0.20239713376069646,-1.350974579572532,0.7038405687770964
-2.0008223609479883,1.007865937301906,0.2960908600226747
-0.4933563908841514,0.7130108726926013,0.1601742904378675
0.5502738960831204,0.7130108726926013,0.43200742960748195
0.08643821298655514,0.41815580808329655,-0.11165884873174697
0.43431497530897906,0.6933538683853143,-0.11165884873174697
-0.8412331532065753,0.8506099028436102,0.1601742904378675
0.20239713376069646,0.8309528985363231,-0.11165884873174697
-0.14547962856172747,-0.11258330821345203,-0.9271582662405904
-0.4933563908841514,0.2019287607031397,-0.9271582662405904
0.782191737631403,1.5975760665205156,-0.5194085574861687
-1.884863440173847,0.2215857650104267,-0.9271582662405904
-0.9571920739807166,-1.350974579572532,-1.0630748358253976
0.43431497530897906,0.7719818856144622,-0.11165884873174697
